0	0	0	187.0
0	0	1	9.0
0	0	2	3.0
0	0	3	26.0
0	0	4	0.0
0	0	5	7.0
0	0	6	124.0
0	0	7	229.0
0	0	8	18.0
0	0	9	1.0
0	0	10	15.0
0	0	11	144.0
0	0	12	1.0
0	0	13	79.0
0	0	14	0.0
0	0	15	5.0
0	0	16	2.0
0	0	17	2.0
0	0	18	32.0
0	0	19	42.0
0	0	20	51.0
0	0	21	30.0
0	0	22	218.0
0	0	23	63.0
0	0	24	20.0
0	0	25	9.0
0	0	26	69.0
0	0	27	101.0
0	0	28	13.0
0	0	29	1.0
0	0	30	4.0
0	0	31	0.0
0	0	32	3.0
0	0	33	2.0
0	0	34	3.0
0	0	35	9.0
0	0	36	111.0
0	0	37	4.0
0	0	38	19.0
0	0	39	5.0
0	0	40	2.0
0	0	41	89.0
0	0	42	0.0
0	0	43	0.0
0	0	44	5.0
0	0	45	82.0
0	0	46	4.0
0	0	47	196.0
0	0	48	1.0
0	0	49	0.0
0	0	50	801.0
0	0	51	0.0
0	0	52	4.0
0	0	53	21.0
0	0	54	2.0
0	0	55	2.0
0	0	56	14.0
0	0	57	0.0
0	0	58	1.0
0	0	59	0.0
0	0	60	3.0
0	0	61	0.0
0	0	62	0.0
0	0	63	7.0
0	0	64	1.0
0	0	65	9.0
0	1	0	198.0
0	1	1	19.0
0	1	2	0.0
0	1	3	42.0
0	1	4	0.0
0	1	5	6.0
0	1	6	192.0
0	1	7	292.0
0	1	8	12.0
0	1	9	2.0
0	1	10	11.0
0	1	11	188.0
0	1	12	6.0
0	1	13	80.0
0	1	14	0.0
0	1	15	12.0
0	1	16	2.0
0	1	17	2.0
0	1	18	31.0
0	1	19	33.0
0	1	20	35.0
0	1	21	28.0
0	1	22	404.0
0	1	23	53.0
0	1	24	21.0
0	1	25	6.0
0	1	26	98.0
0	1	27	116.0
0	1	28	11.0
0	1	29	1.0
0	1	30	5.0
0	1	31	3.0
0	1	32	3.0
0	1	33	3.0
0	1	34	2.0
0	1	35	10.0
0	1	36	231.0
0	1	37	7.0
0	1	38	24.0
0	1	39	7.0
0	1	40	7.0
0	1	41	69.0
0	1	42	0.0
0	1	43	1.0
0	1	44	4.0
0	1	45	54.0
0	1	46	4.0
0	1	47	205.0
0	1	48	1.0
0	1	49	0.0
0	1	50	1403.0
0	1	51	1.0
0	1	52	1.0
0	1	53	18.0
0	1	54	3.0
0	1	55	0.0
0	1	56	14.0
0	1	57	1.0
0	1	58	1.0
0	1	59	1.0
0	1	60	1.0
0	1	61	0.0
0	1	62	0.0
0	1	63	7.0
0	1	64	0.0
0	1	65	12.0
0	2	0	192.0
0	2	1	13.0
0	2	2	3.0
0	2	3	72.0
0	2	4	1.0
0	2	5	8.0
0	2	6	144.0
0	2	7	273.0
0	2	8	22.0
0	2	9	0.0
0	2	10	11.0
0	2	11	150.0
0	2	12	7.0
0	2	13	137.0
0	2	14	0.0
0	2	15	7.0
0	2	16	1.0
0	2	17	6.0
0	2	18	38.0
0	2	19	23.0
0	2	20	49.0
0	2	21	26.0
0	2	22	675.0
0	2	23	63.0
0	2	24	29.0
0	2	25	5.0
0	2	26	82.0
0	2	27	113.0
0	2	28	10.0
0	2	29	3.0
0	2	30	9.0
0	2	31	2.0
0	2	32	6.0
0	2	33	3.0
0	2	34	8.0
0	2	35	7.0
0	2	36	251.0
0	2	37	5.0
0	2	38	22.0
0	2	39	9.0
0	2	40	4.0
0	2	41	75.0
0	2	42	0.0
0	2	43	0.0
0	2	44	3.0
0	2	45	46.0
0	2	46	8.0
0	2	47	191.0
0	2	48	0.0
0	2	49	0.0
0	2	50	2366.0
0	2	51	0.0
0	2	52	1.0
0	2	53	18.0
0	2	54	4.0
0	2	55	1.0
0	2	56	12.0
0	2	57	0.0
0	2	58	3.0
0	2	59	0.0
0	2	60	3.0
0	2	61	0.0
0	2	62	1.0
0	2	63	5.0
0	2	64	3.0
0	2	65	12.0
0	3	0	173.0
0	3	1	10.0
0	3	2	2.0
0	3	3	44.0
0	3	4	3.0
0	3	5	5.0
0	3	6	196.0
0	3	7	257.0
0	3	8	34.0
0	3	9	1.0
0	3	10	14.0
0	3	11	163.0
0	3	12	6.0
0	3	13	136.0
0	3	14	0.0
0	3	15	5.0
0	3	16	3.0
0	3	17	4.0
0	3	18	40.0
0	3	19	35.0
0	3	20	56.0
0	3	21	34.0
0	3	22	1425.0
0	3	23	48.0
0	3	24	21.0
0	3	25	8.0
0	3	26	110.0
0	3	27	118.0
0	3	28	9.0
0	3	29	1.0
0	3	30	4.0
0	3	31	1.0
0	3	32	6.0
0	3	33	4.0
0	3	34	4.0
0	3	35	12.0
0	3	36	301.0
0	3	37	11.0
0	3	38	12.0
0	3	39	9.0
0	3	40	3.0
0	3	41	57.0
0	3	42	0.0
0	3	43	1.0
0	3	44	2.0
0	3	45	54.0
0	3	46	7.0
0	3	47	279.0
0	3	48	0.0
0	3	49	0.0
0	3	50	3629.0
0	3	51	0.0
0	3	52	3.0
0	3	53	12.0
0	3	54	8.0
0	3	55	4.0
0	3	56	4.0
0	3	57	4.0
0	3	58	2.0
0	3	59	1.0
0	3	60	1.0
0	3	61	0.0
0	3	62	0.0
0	3	63	15.0
0	3	64	0.0
0	3	65	16.0
0	4	0	153.0
0	4	1	11.0
0	4	2	0.0
0	4	3	25.0
0	4	4	1.0
0	4	5	2.0
0	4	6	292.0
0	4	7	251.0
0	4	8	28.0
0	4	9	1.0
0	4	10	16.0
0	4	11	146.0
0	4	12	3.0
0	4	13	137.0
0	4	14	1.0
0	4	15	5.0
0	4	16	1.0
0	4	17	6.0
0	4	18	32.0
0	4	19	12.0
0	4	20	41.0
0	4	21	28.0
0	4	22	1566.0
0	4	23	51.0
0	4	24	17.0
0	4	25	7.0
0	4	26	103.0
0	4	27	88.0
0	4	28	13.0
0	4	29	0.0
0	4	30	5.0
0	4	31	2.0
0	4	32	3.0
0	4	33	1.0
0	4	34	4.0
0	4	35	6.0
0	4	36	229.0
0	4	37	8.0
0	4	38	12.0
0	4	39	4.0
0	4	40	2.0
0	4	41	46.0
0	4	42	1.0
0	4	43	1.0
0	4	44	1.0
0	4	45	47.0
0	4	46	3.0
0	4	47	192.0
0	4	48	0.0
0	4	49	0.0
0	4	50	4308.0
0	4	51	0.0
0	4	52	3.0
0	4	53	10.0
0	4	54	1.0
0	4	55	0.0
0	4	56	5.0
0	4	57	0.0
0	4	58	2.0
0	4	59	1.0
0	4	60	0.0
0	4	61	0.0
0	4	62	0.0
0	4	63	11.0
0	4	64	1.0
0	4	65	11.0
0	5	0	133.0
0	5	1	16.0
0	5	2	1.0
0	5	3	26.0
0	5	4	0.0
0	5	5	7.0
0	5	6	319.0
